,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,datetime,open,low,high,close
0,-1.9238383962612577,0.01482747909286402,-0.13709840992276134,-0.006157127539926321,-0.08030560660569537,0.016714679279010696,0.006817541188356083,-0.0032473719493879474,-0.012419996269445602,0.01644202915185749,0.0017245936721530179,-0.004453286715535592,-0.00202743861505171,4.0585562645946165e-17,-9.771453249087974e-19,-2.024676353881415e-18,-3.004072372058178e-19,-7.94886843391063e-19,2018-06-14T05:00:00.000000000Z,1.18038,1.17975,1.18277,1.18254
1,-1.8976763210762457,3.649876007176774,-0.07820796543343694,0.03388473539809634,-0.10606628326719034,0.027466326223770942,-0.009187741277519543,0.02706682051469171,0.08044801600728219,0.01900615630288544,0.042572184399244185,5.396341054357694e-05,0.012474229672210992,-4.350484879291661e-17,3.262625053878336e-18,-2.5449390941672506e-19,1.0754667371171492e-18,2.064763599688532e-18,2018-06-14T09:00:00.000000000Z,1.18256,1.16848,1.18518,1.16888
2,-2.036239954378363,2.255439476868503,0.03888725628741034,0.1402477000488257,-0.059971047929843514,0.03648130265330604,-0.024377429015525802,0.024912480461383963,0.0265697737148257,0.017827839838826933,-0.00961530982864595,-0.011461090919521407,-0.0027131125888478764,3.3666445307960906e-17,3.9861198717396005e-19,2.943938275684086e-20,1.0599938100432158e-18,-6.488016362092195e-19,2018-06-14T13:00:00.000000000Z,1.16883,1.16186,1.16883,1.1634
3,-2.141391478755566,0.5830887994192798,0.10432171174835331,0.19422077967018678,0.005070957557522393,0.039246285499870553,-0.04318110380239831,0.03956771211686621,0.030473502710499485,0.019922119153852606,0.005560710201186946,-0.011085717097602607,0.005837717861945735,1.056726501416133e-15,1.5909208637327707e-18,2.274516738656733e-19,1.870265260402954e-18,2.3080694101960922e-18,2018-06-14T17:00:00.000000000Z,1.16337,1.15627,1.16411,1.15677
4,-2.2014895803277903,-0.2741143344567876,0.14153871565220166,0.22597352851443678,0.0348923956785527,0.03730186852353038,-0.0350101441694132,0.018271933752846976,-0.0038239524097965958,0.019106788250242306,-0.010390777434694205,-0.008669301928363186,0.008731764765883806,1.6683384120840525e-16,8.671909440055879e-18,4.196012247221255e-18,1.2357778415234597e-18,-5.92574346793784e-18,2018-06-14T21:00:00.000000000Z,1.15691,1.15552,1.1585,1.15592
5,-2.220769046952573,-0.5653377617670633,0.14457696604331416,0.22206216402705276,0.05278151556195974,0.03179377927399509,-0.028815105488690197,0.003574160708707806,-0.01515176402286928,0.019304582233658094,-0.014428795061128851,-0.004930887701580051,0.0026467390829359263,-8.955875170454596e-16,-9.767870830416046e-18,-3.2638653736905854e-18,-3.1569925814212707e-18,4.759550217143048e-18,2018-06-15T01:00:00.000000000Z,1.15596,1.15594,1.15708,1.1570200000000002
6,-2.1851607962879136,1.1365012387603826,0.1338281312454051,0.1973748034849594,0.04740455053436032,0.02790927782427077,-0.03434051381920205,0.0006747543315838173,-0.02273918580344288,0.021571336631468603,-0.001752307956739217,-0.004074652279090112,-0.007171128956491663,2.0772943259078286e-16,-1.5332623865080366e-18,-9.720946821962345e-19,-1.6503798443275304e-18,3.1281695150569685e-19,2018-06-15T05:00:00.000000000Z,1.15697,1.15431,1.16004,1.15935
7,-2.1652305536134167,1.773022379494139,0.11757275492689341,0.17319842001217975,0.04891566935060285,0.022362840880791855,-0.03385379168048734,-0.00954329872079288,-0.012647917057187744,0.022575743126851826,-0.00546676634262834,-0.0018040841558550993,-0.00845151931260253,4.8465404272153927e-17,3.4487469514874415e-18,1.5143288328270296e-18,-8.101391268416209e-20,1.7201753686465428e-18,2018-06-15T09:00:00.000000000Z,1.15938,1.15593,1.16152,1.16031
8,-2.170280228573952,1.3437629817977825,0.10232635547876161,0.15194554372649643,0.0627959188191039,0.015089204873553306,-0.031213931479426662,-0.01752090581232719,-0.0075414717679776816,0.02263688875626059,-0.01425212469302905,0.0027759945218533305,0.007294353105764442,-9.9117995581655e-16,-4.44979155553436e-20,-3.3073100897512958e-18,2.1950272619248186e-18,4.513431519583417e-18,2018-06-15T13:00:00.000000000Z,1.16035,1.15962,1.16272,1.16055
9,-2.2129401103360617,-0.21943846304171316,0.10399274681585512,0.15143958366891158,0.08894375276772555,0.009153830056448285,-0.025719168734802227,-0.015755120875796686,-0.007372995341545567,0.02220793064901315,-0.009749371866361151,0.0031775578987339663,0.0011281150697491657,1.1580115805686699e-15,-8.409033803773947e-19,-4.790800954130631e-19,2.375724648644972e-18,3.0233516619134895e-18,2018-06-15T17:00:00.000000000Z,1.16056,1.16003,1.1614799999999998,1.16089
10,-2.2450737746722544,-0.42276932690981517,0.1266093306510451,0.16682588317128866,0.0951495120933725,0.007398329691894266,-0.017691963414944636,-0.01615621096554216,0.000791265638609207,0.02216392449564025,0.00025058184902837527,0.005778951926047254,0.006945972764898323,-2.0469290277095957e-15,-3.564741368469926e-18,5.780095256828114e-18,-4.2815999369614406e-18,-3.1671728872774463e-18,2018-06-17T21:00:00.000000000Z,1.15884,1.15774,1.16032,1.15781
11,-2.2592229947173554,-0.5175306243928036,0.12913406301403108,0.16094561166938146,0.09979071241878355,0.0026646015552443613,-0.010791084010731465,-0.020710364647687916,-0.012454008542357873,0.02220319065088361,-0.002610505785186255,0.005842631331253283,0.0006245229644613556,-2.0041460469039864e-15,5.672529122029085e-19,-2.867404990037836e-18,3.769210054464069e-18,3.2541615282599916e-18,2018-06-18T01:00:00.000000000Z,1.15781,1.15763,1.15941,1.1591
12,-2.249938645879831,0.3148998809242959,0.12855937195218356,0.149345675052167,0.09263416052839898,-0.0007097487613636383,-0.006668534350882477,-0.024664426191996543,-0.002477332301706876,0.022395622665447916,0.0003277046446040706,0.005581169482470282,-0.007472386804556131,5.561675290424178e-17,3.553994178692549e-18,-2.8359361972558783e-18,-1.9855139631471982e-19,-2.7873820257197424e-19,2018-06-18T05:00:00.000000000Z,1.15915,1.15654,1.15984,1.15898
13,-2.24472000452995,0.41456848207606495,0.11318236448847703,0.12313064920219959,0.0946241090944115,-0.008206169692668665,-0.002229376594495538,-0.02552019734137354,-0.012594130108348221,0.02158832238820445,0.0014577350323092084,0.00789667642894823,0.00757905113849858,-4.229749257382714e-15,1.869421736028208e-18,2.661410569025209e-18,-1.2408646524159564e-18,-2.4572585745243825e-18,2018-06-18T09:00:00.000000000Z,1.15894,1.15889,1.16246,1.16049
14,-2.2469718276659054,0.5779951023059005,0.10949861358803253,0.10987523464582247,0.09346914697122866,-0.013705549314275913,0.002308261057714234,-0.028943768461309975,-0.001746885545552741,0.021008700775862307,-0.005738391913698983,0.006470957553901062,0.002470544438331607,-2.111546904809138e-15,-7.973061517845732e-19,-2.569088086746011e-19,-2.867573173911918e-18,-1.5417821518568531e-18,2018-06-18T13:00:00.000000000Z,1.1605,1.15955,1.16206,1.16048
15,-2.272395848429613,-0.4576907707874546,0.10258505482391156,0.09674187252754426,0.1079455094248986,-0.0211890301506043,0.008326551248174573,-0.022923286856298925,-0.011877506692926977,0.02012065302818882,8.167795762184007e-05,0.0036987505286179053,-0.0011035811153968604,2.2452283307584356e-15,4.971744260184875e-19,1.318999380123758e-18,1.2720106524590287e-18,3.1153843503581005e-18,2018-06-18T17:00:00.000000000Z,1.16052,1.1603,1.16243,1.16232
16,-2.2579723390420896,-0.04042235620617946,0.08735482434130949,0.072519691660456,0.10447293179130117,-0.0275881100592724,0.010656478866855543,-0.024685100434256774,-0.006574337715535179,0.020065618148514777,-0.002203892158917769,0.0005692626449643033,0.0005468476588192699,-2.0858799072284566e-15,7.528825279529689e-19,-2.539888086189897e-18,-1.1770625246748027e-18,6.854296057020223e-19,2018-06-18T21:00:00.000000000Z,1.16232,1.16181,1.16412,1.16343
17,-2.267209985472055,-0.21959713820123922,0.08486370242409493,0.062498696212023426,0.10634169890579799,-0.03285217475458846,0.0150958706329068,-0.02265411740121635,0.0049733835405932165,0.01959109777899958,-0.0023849438417449377,-0.001808265137667346,0.003584426390743102,7.91492893974641e-17,-1.2271402560302272e-18,-1.9409104260931892e-18,-2.820051824127272e-20,5.578525778045694e-19,2018-06-19T01:00:00.000000000Z,1.1634,1.1624,1.16446,1.16274
18,-2.271753850965436,1.7568049164860786,0.13161945308994608,0.0945854513393855,0.07616243469273987,-0.029089915253378323,0.02250037513003644,-0.01646521394576792,0.04530254147771451,0.017983001285044098,0.022814846054474737,-0.0030670573650627285,-0.000979895319474544,1.0742565938461464e-15,8.158537917938853e-20,-3.350447052015541e-18,8.506636754627169e-18,-2.8602926707270654e-18,2018-06-19T05:00:00.000000000Z,1.16279,1.15418,1.16338,1.15543
19,-2.325952838082352,1.3794173267975258,0.1735283904670578,0.12553308790887066,0.07774742502926066,-0.031223666302872433,0.03193813604588116,-0.024127679308102574,-3.778267801174467e-05,0.014499770187201515,-0.010366725908221018,-0.007954607166819035,-0.005130104357758157,7.117458298631319e-17,4.855314452226398e-18,5.323222270526484e-18,-1.0042921247340323e-17,1.3898064231013735e-17,2018-06-19T09:00:00.000000000Z,1.15544,1.1531,1.15634,1.15547
20,-2.326600153243773,1.2641305833876368,0.15871092428497532,0.10059927648460551,0.08081606797377698,-0.0385828541042879,0.03655140443241076,-0.021688292522337036,-0.00893306303174989,0.012641690799576348,-0.006947088328064256,-0.005501118624433308,0.005761068849243616,6.481945186294173e-17,2.8366666678069584e-19,-3.0090084768098136e-18,2.0138676504782615e-19,6.251894489524439e-18,2018-06-19T13:00:00.000000000Z,1.1554799999999998,1.15503,1.15874,1.15704
21,-2.3550604137940936,-0.24025727820150589,0.1433050866543293,0.0813203861914817,0.10259298311872572,-0.046197095840474864,0.04044955693602881,-0.014318936695480991,-0.011137843216557025,0.0104654700975831,-0.001792027326630126,-0.0059675521627891625,5.0342870788586515e-05,1.550663724853607e-16,-3.780876512506781e-18,-1.9865258870300803e-18,8.012433341226188e-18,-6.04706518706243e-18,2018-06-19T17:00:00.000000000Z,1.15704,1.1568200000000002,1.15939,1.15916
22,-2.3658378801325792,-0.45720822884046614,0.14032873866706413,0.0714341228726313,0.10506335409147803,-0.05016431248351844,0.04387614047300903,-0.012768983500722069,0.010659690118105681,0.008081475844270434,-0.0037132150580349035,-0.004466025766903129,0.003336643145998398,3.3301758925757215e-15,-2.783946220524704e-18,8.524840458636114e-19,-3.509358947638028e-18,-1.2965547051736553e-18,2018-06-19T21:00:00.000000000Z,1.15896,1.15762,1.15957,1.15762
23,-2.3792596889857633,-0.34150247175374104,0.149868383691957,0.0731522597334071,0.10119384850041034,-0.05259101403675587,0.05008474263970498,-0.012268340896012437,0.006275422808885712,0.005454487947526975,-0.0040192120530363066,-0.004368984851991008,0.004411581170825168,8.049667684913886e-17,6.080932733531099e-18,1.150433928403593e-18,-5.1504860239193115e-18,5.274250618660334e-18,2018-06-20T01:00:00.000000000Z,1.15764,1.15676,1.15885,1.15705
24,-2.366323491531398,1.129387508928106,0.1622144103852612,0.07389550990224245,0.07917133168224687,-0.05199430734114817,0.05524615504925034,-0.011518842119428089,0.010310336237129705,0.003949788555438995,0.004717634416923959,-0.004040321227576946,0.00042030275538073377,-2.111592674748236e-15,7.711247506212108e-19,4.9163593043078176e-18,-1.064658822994935e-17,4.131133602298586e-18,2018-06-20T05:00:00.000000000Z,1.1570200000000002,1.15356,1.1593,1.15578
25,-2.378462333820935,0.5383995236530784,0.14963162205919786,0.053726776929211746,0.0824934358750295,-0.057465952374803536,0.06118280805820606,-0.0075616458113644085,-0.01862705434204871,0.0014841274298844622,-0.002047694889238323,-0.0029959429848887453,-0.00043233032214150626,-1.9728412392143463e-15,-5.498883813253945e-18,-2.523914322921901e-19,-2.740753034209744e-18,1.4434289692333287e-18,2018-06-20T09:00:00.000000000Z,1.15576,1.15563,1.1597,1.15936
26,-2.358537930159052,1.4723969087921174,0.13771289400945952,0.03050470605954685,0.06184451734483574,-0.05945442803594494,0.06315152537005222,-0.006067108728493205,0.007117283573675775,-0.00032977128399596685,-0.01636312375592545,-9.529102911394156e-05,-0.007873065556569794,2.0420925063338102e-17,7.02366072115032e-19,2.1067589044627508e-19,-3.7137914064958745e-18,7.341784063619728e-19,2018-06-20T13:00:00.000000000Z,1.15937,1.15664,1.16003,1.15893
27,-2.4096883962671374,-0.2580758799817752,0.140881439569457,0.03015191366464178,0.07351160735254361,-0.062313552340996475,0.07059983996608078,0.011523742217794845,0.012159704615876612,-0.003360156259302296,-0.013199796726687254,0.005161879925055993,0.0010778382554920908,2.2288310077201638e-15,3.907505775600132e-18,-3.1139191016428876e-18,-5.950989400512688e-18,-1.284521792331485e-18,2018-06-20T17:00:00.000000000Z,1.15893,1.1574799999999998,1.1595799999999998,1.15761
28,-2.430212359084672,-0.37903946919358106,0.14947828112545886,0.030850345644937365,0.05916987556188958,-0.06271220089680664,0.0783918600062426,0.02170049504037555,0.0015451920894247611,-0.00703748167959947,-0.0224740114371199,0.00801814473221829,-0.0021221580061540303,2.1426818452382427e-15,1.8217682292802127e-18,3.693033432564462e-18,1.0704068934362267e-18,2.1180901528860034e-18,2018-06-20T21:00:00.000000000Z,1.1573,1.15695,1.15802,1.1577
