,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,datetime,open,low,high,close,action,P/L,Total profit
0,0,-1.923838396,0.014827479,-0.13709841,-0.006157128,-0.080305607,0.016714679,0.006817541,-0.003247372,-0.012419996,0.016442029,0.001724594,-0.004453287,-0.002027439,4.06E-17,-9.77E-19,-2.02E-18,-3.00E-19,-7.95E-19,2018-06-14T05:00:00.000000000Z,1.18038,1.17975,1.18277,1.18254,,,
1,1,-1.897676321,3.649876007,-0.078207965,0.033884735,-0.106066283,0.027466326,-0.009187741,0.027066821,0.080448016,0.019006156,0.042572184,5.40E-05,0.01247423,-4.35E-17,3.26E-18,-2.54E-19,1.08E-18,2.06E-18,2018-06-14T09:00:00.000000000Z,1.18256,1.16848,1.18518,1.16888,,,
2,2,-2.036239954,2.255439477,0.038887256,0.1402477,-0.059971048,0.036481303,-0.024377429,0.02491248,0.026569774,0.01782784,-0.00961531,-0.011461091,-0.002713113,3.37E-17,3.99E-19,2.94E-20,1.06E-18,-6.49E-19,2018-06-14T13:00:00.000000000Z,1.16883,1.16186,1.16883,1.1634,,,
3,3,-2.141391479,0.583088799,0.104321712,0.19422078,0.005070958,0.039246285,-0.043181104,0.039567712,0.030473503,0.019922119,0.00556071,-0.011085717,0.005837718,1.06E-15,1.59E-18,2.27E-19,1.87E-18,2.31E-18,2018-06-14T17:00:00.000000000Z,1.16337,1.15627,1.16411,1.15677,,,
4,4,-2.20148958,-0.274114334,0.141538716,0.225973529,0.034892396,0.037301869,-0.035010144,0.018271934,-0.003823952,0.019106788,-0.010390777,-0.008669302,0.008731765,1.67E-16,8.67E-18,4.20E-18,1.24E-18,-5.93E-18,2018-06-14T21:00:00.000000000Z,1.15691,1.15552,1.1585,1.15592,,,
5,5,-2.220769047,-0.565337762,0.144576966,0.222062164,0.052781516,0.031793779,-0.028815105,0.003574161,-0.015151764,0.019304582,-0.014428795,-0.004930888,0.002646739,-8.96E-16,-9.77E-18,-3.26E-18,-3.16E-18,4.76E-18,2018-06-15T01:00:00.000000000Z,1.15596,1.15594,1.15708,1.15702,,,
6,6,-2.185160796,1.136501239,0.133828131,0.197374803,0.047404551,0.027909278,-0.034340514,0.000674754,-0.022739186,0.021571337,-0.001752308,-0.004074652,-0.007171129,2.08E-16,-1.53E-18,-9.72E-19,-1.65E-18,3.13E-19,2018-06-15T05:00:00.000000000Z,1.15697,1.15431,1.16004,1.15935,,,
7,7,-2.165230554,1.773022379,0.117572755,0.17319842,0.048915669,0.022362841,-0.033853792,-0.009543299,-0.012647917,0.022575743,-0.005466766,-0.001804084,-0.008451519,4.85E-17,3.45E-18,1.51E-18,-8.10E-20,1.72E-18,2018-06-15T09:00:00.000000000Z,1.15938,1.15593,1.16152,1.16031,,,
8,8,-2.170280229,1.343762982,0.102326355,0.151945544,0.062795919,0.015089205,-0.031213931,-0.017520906,-0.007541472,0.022636889,-0.014252125,0.002775995,0.007294353,-9.91E-16,-4.45E-20,-3.31E-18,2.20E-18,4.51E-18,2018-06-15T13:00:00.000000000Z,1.16035,1.15962,1.16272,1.16055,,,
9,9,-2.21294011,-0.219438463,0.103992747,0.151439584,0.088943753,0.00915383,-0.025719169,-0.015755121,-0.007372995,0.022207931,-0.009749372,0.003177558,0.001128115,1.16E-15,-8.41E-19,-4.79E-19,2.38E-18,3.02E-18,2018-06-15T17:00:00.000000000Z,1.16056,1.16003,1.16148,1.16089,,,
10,10,-2.245073775,-0.422769327,0.126609331,0.166825883,0.095149512,0.00739833,-0.017691963,-0.016156211,0.000791266,0.022163924,0.000250582,0.005778952,0.006945973,-2.05E-15,-3.56E-18,5.78E-18,-4.28E-18,-3.17E-18,2018-06-17T21:00:00.000000000Z,1.15884,1.15774,1.16032,1.15781,,,
11,11,-2.259222995,-0.517530624,0.129134063,0.160945612,0.099790712,0.002664602,-0.010791084,-0.020710365,-0.012454009,0.022203191,-0.002610506,0.005842631,0.000624523,-2.00E-15,5.67E-19,-2.87E-18,3.77E-18,3.25E-18,2018-06-18T01:00:00.000000000Z,1.15781,1.15763,1.15941,1.1591,,,
12,12,-2.249938646,0.314899881,0.128559372,0.149345675,0.092634161,-0.000709749,-0.006668534,-0.024664426,-0.002477332,0.022395623,0.000327705,0.005581169,-0.007472387,5.56E-17,3.55E-18,-2.84E-18,-1.99E-19,-2.79E-19,2018-06-18T05:00:00.000000000Z,1.15915,1.15654,1.15984,1.15898,,,
13,13,-2.244720005,0.414568482,0.113182364,0.123130649,0.094624109,-0.00820617,-0.002229377,-0.025520197,-0.01259413,0.021588322,0.001457735,0.007896676,0.007579051,-4.23E-15,1.87E-18,2.66E-18,-1.24E-18,-2.46E-18,2018-06-18T09:00:00.000000000Z,1.15894,1.15889,1.16246,1.16049,,,
