,Unnamed: 0,0,1,2,3,4,5,6,7,8,open,low,high,close,action,P/L,Total profit
23,23,0.2946076775864008,0.2906236178682002,0.29370018805408776,0.2995610579628589,0.2006820948449243,0.49551148521065,0.30348882520742265,0.5394206651052669,0.24233350279441604,1.16969,1.16525,1.17324,1.17184,short,0,0.008
24,24,0.29821006416751084,0.3046660769570986,0.30711023551535793,0.3121665728756334,0.191601831269186,0.6380474566224443,0.3513069674842418,0.5104258234120922,0.2569139943200557,1.17129,1.17124,1.17959,1.17744,short_buy,-0.001,0.007
25,25,0.3122368569177077,0.3143962848297217,0.32060983254231235,0.3177039954980305,0.20578953636074945,0.7213374458640727,0.4519745714127154,0.5449885898613919,0.27286353657125023,1.1775200000000001,1.17727,1.1839899999999999,1.1799,short,0,0.007
26,26,0.31813576494427553,0.3078726227333042,0.3103787946628461,0.310951041080473,0.19112879750185244,0.6444251297642638,0.4120876586212014,0.4552899409293339,0.2838640133523566,1.18014,1.1727,1.1810399999999999,1.1769,short_buy,0.002,0.009000000000000001
27,27,0.3122368569177077,0.31008403361344544,0.32022924688815274,0.31444006752954434,0.14247578596379806,0.6926836245620897,0.4488685700574181,0.4438892956908976,0.2944260752048111,1.1775200000000001,1.1771,1.18204,1.17845,short,0,0.009000000000000001
28,28,0.3138804457953395,0.30754091110128273,0.31176681293095715,0.3052335396736076,0.18826743939875093,0.6122993206532278,0.4415929503569864,0.3362791722996673,0.3137124691154852,1.17825,1.1733200000000001,1.18089,1.17436,short_buy,0.002,0.011000000000000001
29,29,0.3057075312394461,0.3058160106147723,0.3100205964001073,0.31635340461451905,0.20881298295755266,0.6237818364077548,0.2858062066026136,0.4693823384528851,0.2564080070432717,1.17462,1.17254,1.18011,1.1793,short,0,0.011000000000000001
30,30,0.3159293031633457,0.3170278637770897,0.2735963105578937,0.26563871693866103,0.2954310892346777,0.3973198314904696,0.6708290628529888,0.4095679042364491,0.3477928865858068,1.17916,1.1562700000000001,1.18518,1.15677,short_buy,0.002,0.013000000000000001
31,31,0.26583361476978523,0.2673595754091111,0.26920838183934803,0.27491277433877337,0.2303112099079073,0.3024590105134176,0.34471629536985754,0.36062203789979536,0.2831902757022715,1.15691,1.15431,1.16272,1.16089,short,0,0.013000000000000001
32,32,0.2701789935832491,0.2667846085802744,0.2742007701262648,0.2781316826111426,0.14524121414205568,0.3101737850067787,0.32991533559849384,0.3954737665004586,0.2687516038011686,1.1588399999999999,1.15654,1.16246,1.16232,short_buy,-0.001,0.012
33,33,0.2780141843971632,0.2712074303405575,0.2664995074773888,0.2710185706246484,0.24812109664443735,0.28825643536035495,0.4371620896787528,0.3932456870343029,0.2880410290345662,1.16232,1.1531,1.16446,1.15916,short,0,0.012
34,34,0.2704491725768321,0.2614108801415302,0.2675293274827616,0.26752954417557706,0.2009831163332275,0.29448557351578186,0.5068667487293891,0.4440919239737406,0.28750814253170176,1.15896,1.1535600000000001,1.16003,1.15761,hold,0.0013499999999999402,0.012
35,35,0.26671169649893056,0.2688191065900047,0.26135040745052396,0.2735396736072033,0.28072403937758017,0.3389632092422318,0.4316143766540688,0.5014031626756743,0.2602098247905254,1.1573,1.1508,1.1633799999999999,1.16028,short_buy,-0.001,0.011
36,36,0.2735787459191714,0.2780185758513933,0.2820363571236679,0.28583005064715833,0.2536188737165237,0.4371482839907159,0.4312357420594318,0.5016420740534554,0.2586568175922018,1.16035,1.16004,1.16754,1.16574,short,0,0.011
37,37,0.2873578745919169,0.28642193719593123,0.2883048267215907,0.2962521102982555,0.21775762146713246,0.493192954493815,0.3787095873012005,0.5343112899464759,0.2420012653291424,1.1664700000000001,1.1628399999999999,1.17134,1.1703700000000001,short_buy,-0.001,0.009999999999999998
38,38,0.29625126646403244,0.28814683768244165,0.2897376197725438,0.2833764772087789,0.23549804170636185,0.4750744788088045,0.5418495907253962,0.4846321084024018,0.28723248377841604,1.17042,1.1634799999999998,1.17212,1.16465,short,0,0.009999999999999998
39,39,0.2830800405268493,0.2772666961521452,0.2685815348795557,0.26259988745075963,0.2500628506404149,0.3643204667240549,0.648703585743688,0.4951918259275814,0.3093187290337791,1.16457,1.15403,1.1672,1.1554200000000001,short_buy,0.002,0.011999999999999999
40,40,0.2622987729370709,0.2615656789031401,0.26564878660338503,0.2659313449634218,0.2668307399174341,0.3468518804266155,0.5630706971534355,0.2794778802970425,0.3280337325882557,1.15534,1.15272,1.1601,1.1569,short,0,0.011999999999999999
41,41,0.2652257120342224,0.28133569217160576,0.2726336527267843,0.2919752391671356,0.3301808775272573,0.5081189190071621,0.4726235865408616,0.3673742341706106,0.2900769234673821,1.15664,1.15584,1.1690399999999999,1.1684700000000001,short_buy,-0.001,0.011
42,42,0.2908702015084992,0.2816452896948257,0.2800214918957645,0.28173325830050683,0.18808219540594895,0.5167810286087771,0.6469371595081246,0.3779827217639468,0.3235636115508247,1.16803,1.15914,1.1691799999999999,1.16392,short,0,0.011
43,43,0.28161657097827325,0.2774878372401593,0.2865362227993196,0.2861902082160946,0.1677615909812639,0.5808361075475066,0.7014436444576071,0.3636302898383788,0.3365687788687639,1.16392,1.16205,1.1673,1.1659,short_buy,-0.001,0.009999999999999998
44,44,0.2856242260497579,0.27943387881468384,0.2887525745500137,0.2855149127743389,0.1578841166507886,0.608796081558089,0.4518419776657305,0.4518512913884277,0.26885092854072484,1.1657,1.16304,1.16818,1.1656,short,0,0.009999999999999998
45,45,0.2855566813013621,0.2879256965944275,0.2931405032685593,0.2935734383792914,0.18681856674076427,0.6788798854202982,0.3868411961775336,0.5206681947383657,0.2441339304477789,1.16567,1.165,1.17202,1.1691799999999999,short_buy,-0.001,0.008999999999999998
46,46,0.2930316334571653,0.29858469703670976,0.29981194591206245,0.3057062464828362,0.17613064994178046,0.7568149248457163,0.4763954545360049,0.5575426387616611,0.2570776884186886,1.16899,1.16798,1.1768399999999999,1.1745700000000001,short,0,0.008999999999999998
47,47,0.3053022627490711,0.3035382574082264,0.3116324885824304,0.3068767585818797,0.15970347729437914,0.7777664586854852,0.5809767204147499,0.5818204424572753,0.2779684790220955,1.17444,1.17326,1.17908,1.17509,hold,-0.0007199999999998539,0.008999999999999998
48,48,0.3078464482719802,0.29734630694383024,0.30218500940270465,0.3054136184580754,0.14556208320101618,0.6839848471020885,0.4277691435929116,0.5038946590211625,0.2632635049927305,1.17557,1.1690399999999999,1.17628,1.17444,hold,-6.999999999981449e-05,0.008999999999999998
49,49,0.3049195091748281,0.29646174259177377,0.2966329363302589,0.28963421496904906,0.21984823224304006,0.5778501167160728,0.5541431650068779,0.3556975942511766,0.3194264987697385,1.1742700000000001,1.16656,1.17588,1.16743,short_buy,0.002,0.010999999999999998
50,50,0.2892040977147359,0.2826183104820879,0.2930509537028746,0.2890939786156444,0.18641169154228854,0.5034540417995874,0.4219456656970613,0.3528439203550525,0.2923735184833801,1.16729,1.16496,1.16962,1.16719,short,0,0.010999999999999998
51,51,0.2887087695598335,0.2806501547987613,0.284812393659891,0.2922228474957795,0.1693923997036096,0.4811347192045588,0.31664042436995443,0.4659141330745419,0.2485301980602937,1.16707,1.1612799999999999,1.1687299999999998,1.16858,short_buy,-0.001,0.009999999999999998
52,52,0.29323426770235256,0.2891198584697039,0.298916450255216,0.2979403489026455,0.1484631364454324,0.5859856305861197,0.4034257302660007,0.4563109022159589,0.2658159587970073,1.16908,1.1675799999999998,1.17256,1.1711200000000002,short,0,0.009999999999999998
53,53,0.29746707193515703,0.2933657673595754,0.2930061789200325,0.28682048396173343,0.17506218905472634,0.5158627089525604,0.4917440179203421,0.4382050631642463,0.2872622122797716,1.17096,1.1649399999999999,1.17448,1.16618,short_buy,0.002,0.011999999999999999
54,54,0.28627715861758435,0.2757629367536489,0.2823497806035641,0.28173325830050683,0.1738680268868424,0.3295699357644481,0.3273565420567269,0.3560320788319162,0.269086215864274,1.1659899999999999,1.16018,1.16652,1.16392,short,0,0.011999999999999999
55,55,0.2814814814814812,0.27879256965944305,0.27630518491985284,0.2823185143500283,0.2652495501217318,0.3238400892720417,0.3610524648712905,0.3726349822212233,0.272409164867664,1.1638600000000001,1.1574799999999998,1.1678899999999999,1.16418,hold,-0.00045999999999992694,0.011999999999999999
56,56,0.2829899808623209,0.29199469261388755,0.2878570788931672,0.3005289814293753,0.2943626283476236,0.5367927057237261,0.32496798279762795,0.5317428499703586,0.23288316726260266,1.1645299999999998,1.16264,1.1738600000000001,1.1722700000000001,short_buy,-0.001,0.011
57,57,0.3012946076775865,0.2948252985404691,0.3006626667860663,0.293393359594823,0.1675101884196041,0.5633359185967459,0.5507406850029353,0.5184072368188799,0.2827205469087974,1.17266,1.16836,1.17514,1.1691,short,0,0.011
58,58,0.2931892378700889,0.28717381689517885,0.2941703232739321,0.2916150815981993,0.18548216364983594,0.4656768966475282,0.4064240779877064,0.4848952153971801,0.2600147224455031,1.16906,1.16546,1.1716799999999998,1.16831,hold,0.0005900000000000684,0.011
59,59,0.2911178655859506,0.2920389208314907,0.2963195128503628,0.3021046707934725,0.19972941145337145,0.5683544775648711,0.3468477330448431,0.4756295088159392,0.2489644590704109,1.16814,1.16642,1.17388,1.17297,short_buy,-0.001,0.009999999999999998
60,60,0.30266801756163464,0.2931446262715613,0.2909689263007073,0.28227349465391144,0.198856118344448,0.42781686953085735,0.5620696719569895,0.3762328461818331,0.3158879729079725,1.17327,1.16403,1.17438,1.16416,short,0,0.009999999999999998
61,61,0.2821569289654398,0.27558602388323744,0.2865138354078983,0.2856949915588068,0.15214486080237113,0.3406572686700586,0.24344549300187396,0.4028134645352083,0.2426182489741777,1.16416,1.16204,1.16644,1.1656799999999998,short_buy,-0.001,0.008999999999999998
62,62,0.2856242260497579,0.2876160990712076,0.29278230500582103,0.2966122678671917,0.10757052503440244,0.561077835009916,0.3424511542591261,0.5298475161794436,0.2373205311070371,1.1657,1.1648399999999999,1.17188,1.1705299999999998,short,0,0.008999999999999998
63,63,0.2966340200382754,0.2936753648827953,0.3008417659174352,0.2933483398987056,0.16123174023499526,0.6327727835732445,0.5425483127862845,0.4926989286062688,0.2858990619999437,1.17059,1.16844,1.17462,1.16908,hold,0.0012499999999999512,0.008999999999999998
64,64,0.29372959585725544,0.28337019018133597,0.2947971702337244,0.28623522791221195,0.15283290991849266,0.4583377911635586,0.4199530330600797,0.3969910637559033,0.2783639295216203,1.1693,1.16574,1.16996,1.16592,short_buy,0.002,0.010999999999999998
65,65,0.2860294945401329,0.276293675364883,0.2778275275364917,0.2693978615644345,0.1430249020853181,0.21725917993935054,0.4604323607764744,0.2620575223020577,0.3143669392336241,1.16588,1.15816,1.16676,1.15844,short,0,0.010999999999999998
66,66,0.2699088145896656,0.2637549756744803,0.2729023014238384,0.2655711873944855,0.17035831480893404,0.197498719187844,0.4390516746681221,0.34572246198581136,0.2926501534648549,1.15872,1.15596,1.16109,1.1567399999999999,hold,0.0015000000000000347,0.010999999999999998
67,67,0.26576607002138897,0.2551525873507299,0.2662308587803348,0.26226223972988205,0.10505980734624748,0.2099905652033731,0.3884621976111488,0.3557499311498743,0.2753617312396505,1.15688,1.15298,1.1572,1.15527,short_buy,0.002,0.012999999999999998
68,68,0.26234380276933456,0.26320212295444523,0.2707531118474077,0.2725042205965113,0.11306168624960306,0.32922601563790505,0.3733419544049435,0.4066845125406355,0.2579930813924909,1.15536,1.155,1.1608399999999999,1.15982,short,0,0.012999999999999998
69,69,0.2726106045254983,0.2675364882795226,0.2759469866571146,0.27525042205965145,0.1118443685826188,0.38359867215014337,0.4125408675735889,0.4714146848212479,0.2525042833724456,1.15992,1.1573200000000001,1.1628,1.16104,short_buy,-0.001,0.011999999999999997
70,70,0.27517730496453896,0.26559044670499804,0.2652905883406467,0.25631963984243084,0.12055745210119614,0.3033478218725766,0.6871942374615666,0.3175487913230878,0.33887326394887146,1.16106,1.15256,1.16192,1.1526299999999998,short,0,0.011999999999999997
71,71,0.2565349544072946,0.2473684210526313,0.2345303125279847,0.2305683736634778,0.311153673123743,0.17418394130430367,0.36414643635978144,0.4368680795444743,0.24586953824930585,1.15278,1.1388200000000002,1.1536799999999998,1.14119,short_buy,0.002,0.013999999999999997
72,72,0.2213441404930769,0.22436974789915992,0.22938121250111934,0.23000562746201494,0.24829310892346776,0.18429959182669636,0.32451845384296074,0.5052589999142468,0.2204865173407156,1.13715,1.13652,1.1432799999999999,1.14094,short,0,0.013999999999999997
73,73,0.23028256219745566,0.2236178681999118,0.22150085072087408,0.21519414743950505,0.17977929501429024,0.20475849828938,0.4631859965454701,0.5283507214541211,0.238330703609121,1.1411200000000001,1.133,1.14294,1.13436,short_buy,0.002,0.015999999999999997
74,74,0.21560283687943274,0.2072534276868643,0.21500850720874035,0.21577940348902652,0.1891705038636604,0.23852339995716956,0.4461035303241061,0.5292558318543356,0.2260435676213593,1.1346,1.1301,1.13554,1.13462,short,0,0.015999999999999997
75,75,0.2156478667116964,0.21912870411322452,0.22279931942330092,0.2225323579065845,0.20275285805017465,0.32421825038886803,0.5304006562811389,0.4736231133569924,0.24753669884987065,1.13462,1.13358,1.14091,1.13762,short_buy,-0.001,0.014999999999999996
76,76,0.2224023415512779,0.22706766917293256,0.22969463598101555,0.2363534046145193,0.16636895310680638,0.3905280717339231,0.4935920063811179,0.4635801376434511,0.2398818343412508,1.13762,1.13666,1.1445,1.14376,short,0,0.014999999999999996
77,77,0.23665428346279416,0.2359796550199024,0.23596310557893785,0.24646032639279705,0.12739494019265374,0.4469075748816382,0.42513852530604174,0.4732620457446191,0.2235016727747912,1.14395,1.1394600000000001,1.1485299999999998,1.14825,short_buy,-0.001,0.013999999999999995
78,78,0.2460430034898121,0.2616762494471474,0.2553058117668128,0.26631401238041674,0.1920880967502911,0.5774312886564719,0.34252647579406986,0.5640057022027077,0.1923539403925074,1.14812,1.1481,1.16015,1.15707,short,0,0.013999999999999995
79,79,0.26630642800855553,0.26643078283945193,0.27146950837288425,0.2720990433314577,0.1636531438551921,0.6346090483276101,0.2529636262576518,0.6254812739036872,0.16717129052281435,1.1571200000000001,1.1553200000000001,1.1623,1.15964,short_buy,-0.001,0.012999999999999994
80,80,0.2715298885511652,0.2613887660327291,0.26625324617175605,0.2597636465953859,0.16312056737588654,0.5911355390154649,0.36861519502453255,0.5256789632141123,0.21460166465593286,1.15944,1.15299,1.16002,1.15416,short,0,0.012999999999999994
81,81,0.2587189012720929,0.27023440955329525,0.2673054535685501,0.27786156443444004,0.17428813379908967,0.6412095495181768,0.2137344217933761,0.4233627336347083,0.20304029462757947,1.15375,1.15346,1.16402,1.1622,short_buy,-0.001,0.011999999999999993
82,82,0.27625802093887203,0.2821318000884565,0.2807602758126624,0.29053460889139,0.13751720122790306,0.6918821066975459,0.29468088392309266,0.38181698527508856,0.2319678582372348,1.16154,1.15947,1.1694,1.16783,short,0,0.011999999999999993
83,83,0.29057750759878404,0.2909111012826185,0.2958941524133611,0.29424873382104705,0.15515176775695988,0.7136319015041707,0.3956403541511279,0.2854117850749283,0.2739048539826422,1.1679,1.1662299999999999,1.17337,1.1694799999999999,short_buy,-0.001,0.010999999999999992
84,84,0.2944050433412135,0.28562582927908003,0.2936106384884036,0.2970849746764209,0.1723827670159839,0.6818536778358023,0.2998419627641378,0.2794543959527793,0.2581876688444349,1.1696,1.16521,1.17098,1.17074,short,0,0.010999999999999992
85,85,0.2966565349544075,0.28754975674480343,0.2912599623891827,0.288261114237479,0.17041124166402033,0.6436673602104409,0.33442142479334164,0.30660862706670045,0.2649658050739016,1.1706,1.16416,1.17185,1.16682,short_buy,0.002,0.012999999999999992
86,86,0.28778565799842404,0.28151260504201725,0.2784543744962836,0.27333708497467674,0.21190258812321366,0.5820045453074637,0.39856344294461615,0.3629262098163725,0.2694198640436577,1.16666,1.15844,1.1691200000000002,1.16019,short,0,0.012999999999999992
87,87,0.27238545536417896,0.26751437417072105,0.27957374406734153,0.2775014068655038,0.11479834868212133,0.5615951351591103,0.3085403258648988,0.4006191515340581,0.24227380440783305,1.15982,1.1589399999999999,1.16279,1.16204,short_buy,-0.001,0.011999999999999993
88,88,0.2772486772486773,0.2660769570986289,0.26632040834601994,0.2690827236916155,0.15348126389329947,0.5009049537680602,0.3313185351784097,0.466592523832428,0.2337555677435244,1.16198,1.1530200000000002,1.16214,1.1583,short,0,0.011999999999999993
89,89,0.268422830124958,0.27041132242370625,0.2692307692307693,0.27984243106359025,0.1844236265481105,0.5236064732748492,0.25780224717985323,0.4866505485611277,0.21190036880776886,1.15806,1.15432,1.1641,1.16308,short_buy,-0.001,0.010999999999999992
90,90,0.2797253180231901,0.2744803184431668,0.2831557266947254,0.27817670230725944,0.16893259765004764,0.5476830768212438,0.3574400849261354,0.42918215296706497,0.2420077592612645,1.16308,1.16054,1.16594,1.16234,short,0,0.010999999999999992
91,91,0.27765394573905233,0.27231313578062816,0.2708650488045132,0.262127180641531,0.20751296707949607,0.3922972555790724,0.5270808576580922,0.3963456736711497,0.2861329413903485,1.16216,1.15505,1.16496,1.15521,short_buy,0.002,0.012999999999999992
92,92,0.26101542271755057,0.2649712516585583,0.26538013790633136,0.2715137872819362,0.12121903778977453,0.3689586286116799,0.4286224673571156,0.42156692370364784,0.2600861151043651,1.15477,1.1526,1.16164,1.1593799999999999,short,0,0.012999999999999992
93,93,0.2717100078802209,0.27107474568774914,0.2742455449091073,0.2738998311761396,0.1361344871387742,0.4413312182380219,0.5071254778251779,0.4617926729323563,0.2687922711495588,1.15952,1.15656,1.1644,1.16044,short_buy,-0.001,0.011999999999999993
94,94,0.2742541934031295,0.2724015922158339,0.27527536491448057,0.2789870568373667,0.14974992060971734,0.4629772740969079,0.4192753719080881,0.4971068450932714,0.24307269634732426,1.16065,1.1570200000000002,1.165,1.1627,short,0,0.011999999999999993
95,95,0.2788022064617812,0.28372401592215857,0.28396167278588713,0.29319077096229645,0.14991531703186198,0.6198481540106924,0.3592157938611768,0.5459080706442064,0.2202867201216633,1.16267,1.1609,1.17012,1.16901,short_buy,-0.001,0.010999999999999992
96,96,0.2930766632894295,0.28827952233525,0.28658099758216216,0.27853685987619625,0.14397758547687095,0.5728948715270806,0.6417831652618945,0.4184824798614664,0.306755583699363,1.16901,1.1620700000000002,1.17218,1.1625,short,0,0.010999999999999992
97,97,0.27864460204885755,0.28301636444051304,0.2859317632309485,0.29177265053460905,0.10393511167566424,0.6362568541824369,0.37178351383344826,0.5153208274784228,0.23266814840904465,1.1626,1.16178,1.1698,1.16838,short_buy,-0.001,0.009999999999999992
98,98,0.29195091748283225,0.2889429455992924,0.2935882510969823,0.288126055149128,0.16826439610458346,0.6881936857948768,0.5830144045581457,0.4713823678874182,0.2867482444317395,1.16851,1.1652,1.17248,1.16676,short,0,0.009999999999999992
99,99,0.2875154790048405,0.2868199911543564,0.2931405032685593,0.2890714687675863,0.14832751137927386,0.6785889323353183,0.5395598367140365,0.5193717094088209,0.2703967556231933,1.16654,1.165,1.1715200000000001,1.1671799999999999,hold,-0.0006199999999998649,0.009999999999999992
100,100,0.2894067319599237,0.3021671826625389,0.2973493328557356,0.3128868880135059,0.17954774002328786,0.7954519326046147,0.4789738887023515,0.5245105510333727,0.2570040104192545,1.1673799999999999,1.16688,1.17846,1.1777600000000001,short_buy,-0.001,0.00899999999999999
101,101,0.3127772149048743,0.30623617868199904,0.31174442553953635,0.3062689926842995,0.1620256430612893,0.7603055436314209,0.6143783001710251,0.4122016876156761,0.3107355218052462,1.1777600000000001,1.17331,1.1803,1.17482,short,0,0.00899999999999999
102,102,0.3055949566587862,0.3089119858469706,0.3097071729202117,0.30599887450759744,0.13428204721075473,0.7217033880691236,0.5851643085205196,0.4318995211118585,0.3040747552819621,1.1745700000000001,1.1724,1.18151,1.1747,hold,-8.000000000010204e-05,0.00899999999999999
103,103,0.3063379488911405,0.303936311366652,0.3112295155368495,0.3104108047270684,0.13847980840478458,0.6917638542880677,0.44689406512093616,0.4418844837590141,0.2764897813676687,1.1749,1.17308,1.17926,1.17666,short_buy,-0.001,0.00799999999999999
104,104,0.31016548463357,0.3050420168067226,0.3101101459657921,0.3046257737760274,0.19025881232137187,0.6447417343011013,0.4623798066190673,0.4455200938792526,0.28262850988352084,1.1766,1.17258,1.1797600000000001,1.1740899999999999,short,0,0.00799999999999999
105,105,0.3039963976134187,0.2961079168509512,0.2906778902122324,0.28213843556555995,0.20186633322747966,0.4741852340542596,0.5459995369162983,0.43704891246507693,0.3026492751339614,1.1738600000000001,1.1639,1.17572,1.1641,short_buy,0.002,0.00999999999999999
106,106,0.2820218394686478,0.2727111897390538,0.2751858153487954,0.27351716375914464,0.16715624007621468,0.307624690773375,0.5218854550052339,0.2829967731472779,0.32477879181092456,1.1641,1.15698,1.16514,1.1602700000000001,short,0,0.00999999999999999
107,107,0.27688843859056644,0.2669394073418839,0.27375302229784176,0.2679572312886889,0.1367133746162803,0.2690596356514527,0.5558923695159177,0.3208733153856196,0.3219026172034269,1.16182,1.15634,1.1625299999999998,1.1578,short_buy,0.002,0.01199999999999999
108,108,0.2681076212991108,0.2570986289252544,0.26072356049073164,0.26149690489589217,0.15323978511696834,0.21099663799050253,0.34397420385420985,0.35145949206541577,0.26626530545093,1.15792,1.15052,1.15808,1.15493,short,0,0.01199999999999999
109,109,0.26144320612405714,0.2600176912870412,0.2514999552252174,0.2455824423185148,0.20921655022758548,0.21916737597578065,0.4797718387596031,0.387747100396045,0.2817553923812244,1.15496,1.1464,1.1594,1.14786,short_buy,0.002,0.01399999999999999
110,110,0.2443318698637846,0.2487394957983197,0.2514104056595327,0.25357343837929125,0.18099992060971734,0.2732824091607424,0.4626405042253766,0.5024346979414265,0.2530183964074621,1.14736,1.14636,1.1543,1.15141,short,0,0.01399999999999999
111,111,0.2538781943037261,0.2503317116320217,0.25593265872660514,0.2553742262239731,0.1935270456229491,0.3264259679381755,0.5376516974099843,0.4874749710991982,0.268310346064548,1.1516,1.14838,1.1550200000000002,1.15221,hold,-0.000999999999999912,0.01399999999999999
112,112,0.25547675334909364,0.2458204334365324,0.25060445956837096,0.2485087225661228,0.12310455700222292,0.32504655234231644,0.6272276596434784,0.4864628580761693,0.285063821703274,1.15231,1.146,1.15298,1.14916,short_buy,0.002,0.01599999999999999
