,0,1,2,3,4,5,6,7,8,open,low,high,close
0,0.35197568389057765,0.35176912870411337,0.3597206053550639,0.3604501969611707,0.2098979834868212,0.2982886003399008,0.553806963953968,0.5674039249152485,0.37094443925492343,1.19517,1.19474,1.20089,1.19889
1,0.36014859844647096,0.34882795223352503,0.35139249574639564,0.354372537985369,0.18329562294908436,0.3061275267960603,0.574814680500954,0.541682317240483,0.3744369624023887,1.1988,1.19102,1.19956,1.19619
2,0.3534166385230216,0.34498009730207907,0.34848213486164625,0.3455711873944853,0.12035897639462263,0.30766576211082086,0.6392048697472573,0.48725041540423275,0.3925790375959574,1.19581,1.18972,1.19782,1.19228
3,0.34571653720589907,0.3363334807607255,0.33522879914032416,0.33242543612830616,0.19087408701174977,0.28894413896993937,0.6081477056461783,0.5571648618157972,0.369093337411497,1.19239,1.1838,1.19391,1.18644
4,0.33168974445570215,0.3270234409553296,0.3317363660786245,0.32945413618458136,0.16543942521435376,0.2968701527750737,0.6144514246036392,0.5093294979532689,0.3748734837148144,1.18616,1.18224,1.1897,1.1851200000000002
5,0.32896543960373736,0.33799203892083174,0.3363929434942242,0.34395047833427134,0.22481674076426378,0.3568032949194971,0.5565974707922582,0.46468739461856395,0.3661237599230573,1.18495,1.18432,1.19466,1.19156
6,0.343847799166948,0.3427686864219373,0.34713889137637727,0.3496679797411368,0.14944559119297132,0.40089023435105925,0.5447673994262376,0.5055342398398787,0.3538460205624895,1.19156,1.1891200000000002,1.19682,1.1941
7,0.3501519756838908,0.3490048651039365,0.3549297035909379,0.34642656162070934,0.13393471472425109,0.42828873353271674,0.6335926038904116,0.4668196379806001,0.3783845563587047,1.19436,1.1926,1.19964,1.19266
8,0.3454913880445797,0.3362450243255198,0.3312438434673594,0.32634777715250446,0.20034468614374934,0.3185238828636994,0.6677085763289463,0.36967733755153015,0.40331480642827977,1.19229,1.18202,1.19387,1.18374
9,0.3266914330744118,0.3175586023883237,0.3184830303573029,0.31972988182329803,0.23805837832116017,0.254593162356469,0.4553669563021352,0.3727221282063575,0.3558810384073704,1.18394,1.17632,1.18542,1.1808
10,0.3192389958347402,0.31388766032728876,0.3214157786334736,0.31660101294316295,0.2023625224939134,0.27243664719766425,0.5338635233469596,0.4112248472941022,0.36122091067193585,1.1806299999999998,1.17763,1.18376,1.17941
11,0.3166497804795679,0.31048208757187107,0.31550550729828963,0.31104108047270723,0.15397745315973324,0.26611731905091335,0.5501286880809438,0.39925437680624215,0.3612425596739693,1.17948,1.17499,1.18222,1.17694
12,0.31169649893054174,0.3046439628482975,0.3080057311722039,0.315948227349466,0.13991875727744257,0.28645779516076353,0.3764799372240462,0.4131956213882582,0.316120147194229,1.17728,1.17164,1.17958,1.1791200000000002
13,0.3152988855116513,0.3122291021671825,0.31700546252350664,0.31295441755768144,0.17161532761723297,0.3416264712925001,0.5142638329415199,0.37343904258302435,0.34881422799871753,1.17888,1.17566,1.18301,1.17779
14,0.3135427220533602,0.30329500221141115,0.29887167547237387,0.2947889701744517,0.268517783423309,0.26263836289119263,0.5326048443212008,0.3671260503497032,0.3510589679982005,1.1781,1.16756,1.17897,1.16972
15,0.29445007317347766,0.2946483856700576,0.30220739679412545,0.29978615644344414,0.2204734307187467,0.2976905353110141,0.5178355250075128,0.4392053041929946,0.33093555566999217,1.16962,1.16905,1.17506,1.17194
16,0.30014634695485765,0.2909553295002211,0.2920882958717647,0.2839392234102423,0.21284203980099503,0.2585107823306999,0.5926938113142828,0.473409400699301,0.3370373384924661,1.17215,1.1645299999999998,1.17339,1.1649
17,0.2923336710570752,0.2898275099513489,0.2836034745231489,0.2782892515475523,0.17700725097914682,0.26167171332068384,0.5608867286547403,0.496239838848453,0.31999075705940594,1.16868,1.16074,1.17288,1.16239
18,0.27835190813914196,0.27012383900928844,0.261798155278947,0.25908835115363016,0.300379750185244,0.20442848737412142,0.4312926223004566,0.4882141993842857,0.28654244280728913,1.16247,1.151,1.1639700000000002,1.15386
19,0.25820105820105843,0.2782839451570101,0.2636786961583236,0.2873607203151381,0.3056558960516566,0.3188912230825049,0.343717923530902,0.46255048557367157,0.2674292970674757,1.15352,1.15184,1.16766,1.16642
20,0.2869300911854103,0.2888544891640866,0.2911256380406554,0.2940911648846374,0.27485908224833283,0.41592203091906127,0.4570617194403466,0.46510106484003033,0.2873538086748271,1.16628,1.1641,1.17244,1.16941
21,0.2930991782055616,0.28748341441839925,0.2858422136652638,0.28621271806415327,0.26846154863977983,0.3997517781716647,0.46251871067230266,0.4601999833561881,0.28855557569477847,1.1690200000000002,1.16174,1.17182,1.16591
22,0.28609703928852864,0.29332153914197284,0.29517775588788403,0.29510410804727066,0.17928972160474224,0.4782455516888495,0.3753271587361586,0.5343731718866572,0.25569310834278475,1.16591,1.16591,1.17446,1.16986
23,0.2946076775864008,0.2906236178682002,0.29370018805408776,0.2995610579628589,0.2006820948449243,0.49551148521065,0.30348882520742265,0.5394206651052669,0.242333502794416,1.16969,1.16525,1.17324,1.17184
24,0.29821006416751084,0.3046660769570986,0.30711023551535793,0.3121665728756334,0.19160183126918598,0.6380474566224443,0.3513069674842418,0.5104258234120922,0.2569139943200557,1.17129,1.17124,1.17959,1.17744
25,0.31223685691770775,0.3143962848297217,0.32060983254231235,0.31770399549803047,0.20578953636074945,0.7213374458640727,0.45197457141271546,0.5449885898613919,0.27286353657125023,1.17752,1.17727,1.18399,1.1799
26,0.31813576494427553,0.3078726227333042,0.3103787946628461,0.310951041080473,0.19112879750185244,0.6444251297642638,0.4120876586212014,0.4552899409293339,0.2838640133523566,1.18014,1.1727,1.18104,1.1769
27,0.31223685691770775,0.31008403361344544,0.32022924688815274,0.31444006752954434,0.14247578596379804,0.6926836245620897,0.4488685700574181,0.4438892956908976,0.29442607520481107,1.17752,1.1771,1.18204,1.17845
28,0.31388044579533947,0.30754091110128273,0.31176681293095715,0.30523353967360756,0.18826743939875093,0.6122993206532278,0.4415929503569864,0.3362791722996673,0.31371246911548517,1.17825,1.17332,1.18089,1.17436
29,0.3057075312394461,0.3058160106147723,0.3100205964001073,0.31635340461451905,0.20881298295755266,0.6237818364077548,0.2858062066026136,0.46938233845288513,0.25640800704327166,1.17462,1.17254,1.18011,1.1793
30,0.31592930316334566,0.3170278637770897,0.2735963105578937,0.26563871693866103,0.2954310892346777,0.3973198314904696,0.6708290628529888,0.4095679042364491,0.34779288658580676,1.17916,1.15627,1.18518,1.15677
31,0.26583361476978523,0.2673595754091111,0.26920838183934803,0.27491277433877337,0.23031120990790727,0.30245901051341756,0.34471629536985754,0.36062203789979536,0.2831902757022715,1.15691,1.15431,1.16272,1.16089
32,0.2701789935832491,0.2667846085802744,0.27420077012626476,0.2781316826111426,0.14524121414205568,0.31017378500677867,0.32991533559849384,0.3954737665004586,0.2687516038011686,1.15884,1.15654,1.16246,1.16232
33,0.2780141843971632,0.2712074303405575,0.2664995074773888,0.2710185706246484,0.24812109664443738,0.288256435360355,0.43716208967875275,0.39324568703430285,0.2880410290345662,1.16232,1.1531,1.16446,1.15916
34,0.27044917257683215,0.2614108801415302,0.2675293274827616,0.26752954417557706,0.2009831163332275,0.29448557351578186,0.5068667487293891,0.4440919239737406,0.28750814253170176,1.15896,1.15356,1.16003,1.15761
35,0.26671169649893056,0.2688191065900047,0.261350407450524,0.27353967360720327,0.28072403937758017,0.3389632092422318,0.4316143766540688,0.5014031626756743,0.2602098247905254,1.1573,1.1508,1.16338,1.16028
36,0.2735787459191714,0.27801857585139333,0.2820363571236679,0.28583005064715833,0.25361887371652375,0.43714828399071587,0.4312357420594318,0.5016420740534554,0.2586568175922018,1.16035,1.16004,1.16754,1.16574
37,0.2873578745919169,0.28642193719593123,0.2883048267215907,0.2962521102982555,0.21775762146713243,0.493192954493815,0.37870958730120047,0.5343112899464759,0.24200126532914237,1.16647,1.16284,1.17134,1.17037
38,0.29625126646403244,0.28814683768244165,0.2897376197725438,0.28337647720877895,0.23549804170636182,0.4750744788088045,0.5418495907253962,0.48463210840240184,0.287232483778416,1.17042,1.1634799999999998,1.17212,1.16465
39,0.28308004052684926,0.2772666961521452,0.26858153487955566,0.26259988745075963,0.25006285064041495,0.3643204667240549,0.648703585743688,0.49519182592758143,0.3093187290337791,1.16457,1.15403,1.1672,1.15542
40,0.2622987729370709,0.2615656789031401,0.265648786603385,0.2659313449634218,0.2668307399174341,0.3468518804266155,0.5630706971534355,0.27947788029704246,0.32803373258825574,1.15534,1.15272,1.1601,1.1569
41,0.2652257120342224,0.28133569217160576,0.2726336527267843,0.2919752391671356,0.33018087752725733,0.508118919007162,0.47262358654086156,0.3673742341706106,0.29007692346738206,1.15664,1.15584,1.16904,1.16847
42,0.2908702015084992,0.28164528969482566,0.28002149189576453,0.28173325830050683,0.18808219540594898,0.5167810286087771,0.6469371595081246,0.37798272176394676,0.3235636115508247,1.16803,1.15914,1.16918,1.16392
43,0.28161657097827325,0.27748783724015935,0.28653622279931956,0.2861902082160946,0.1677615909812639,0.5808361075475066,0.701443644457607,0.3636302898383788,0.3365687788687639,1.16392,1.16205,1.1673,1.1659
44,0.2856242260497579,0.27943387881468384,0.2887525745500137,0.2855149127743389,0.1578841166507886,0.608796081558089,0.4518419776657305,0.45185129138842767,0.26885092854072484,1.1657,1.16304,1.16818,1.1656
45,0.28555668130136214,0.2879256965944275,0.2931405032685593,0.2935734383792914,0.18681856674076427,0.6788798854202982,0.3868411961775336,0.5206681947383657,0.24413393044777895,1.16567,1.165,1.17202,1.16918
46,0.2930316334571653,0.29858469703670976,0.29981194591206245,0.3057062464828362,0.17613064994178046,0.7568149248457163,0.4763954545360049,0.5575426387616611,0.2570776884186886,1.16899,1.16798,1.17684,1.17457
47,0.3053022627490711,0.3035382574082264,0.31163248858243037,0.3068767585818797,0.15970347729437917,0.7777664586854852,0.5809767204147499,0.5818204424572753,0.2779684790220955,1.17444,1.17326,1.17908,1.17509
48,0.3078464482719802,0.29734630694383024,0.30218500940270465,0.3054136184580754,0.14556208320101618,0.6839848471020885,0.4277691435929116,0.5038946590211625,0.26326350499273055,1.17557,1.16904,1.17628,1.17444
49,0.30491950917482813,0.29646174259177377,0.29663293633025895,0.28963421496904906,0.21984823224304012,0.5778501167160728,0.5541431650068779,0.3556975942511766,0.31942649876973855,1.17427,1.16656,1.17588,1.16743
