Unnamed: 0,datetime,open,high,low,close,volume,TA_MomInd_MACD_macd,TA_MomInd_MACD_macdsignal,TA_MomInd_MACD_macdhist,TA_MomInd_CCI,TA_VolInd_ATR,TA_OveInd_upperband,TA_OveInd_middleband,TA_OveInd_lowerband,TA_OveInd_EMA,TA_OveInd_MA,TA_OveInd_MOM,TA_MomInd_ROC,TA_WVAD
0,2009-12-31T22:00:00.000000000Z,1.4312,1.4312,1.4312,1.4312,1,,,,,,,,,,,,,
1,2010-01-02T22:00:00.000000000Z,1.4312,1.43425,1.42926,1.43036,1027,,,,,,,,,,,,,
2,2010-01-03T22:00:00.000000000Z,1.4303,1.4456,1.4257600000000001,1.44127,42031,,,,,,,,,,,,,
3,2010-01-04T22:00:00.000000000Z,1.44123,1.44839,1.43468,1.4365,45159,,,,,,,,,,,,,
4,2010-01-05T22:00:00.000000000Z,1.43665,1.44346,1.42832,1.44078,45142,,,,,,1.4452184549690348,1.4360220000000001,1.4268255450309655,,,,,
5,2010-01-06T22:00:00.000000000Z,1.44074,1.44464,1.4299600000000001,1.43079,42005,,,,,,1.4453125983590212,1.43594,1.4265674016409788,,,,,
6,2010-01-07T22:00:00.000000000Z,1.43089,1.4438799999999998,1.42644,1.44055,47542,,,,,,1.445935661968277,1.437978,1.430020338031723,,,,,
7,2010-01-08T22:00:00.000000000Z,1.43998,1.44098,1.43998,1.44098,3,,,,,,1.4457845228718367,1.4379199999999999,1.430055477128163,,,,,
8,2010-01-09T22:00:00.000000000Z,1.44078,1.44416,1.44078,1.44268,1105,,,,,,1.4476561703511555,1.439156,1.4306558296488447,,,,,
9,2010-01-10T22:00:00.000000000Z,1.44271,1.4556799999999999,1.44095,1.4513200000000002,46226,,,,,,1.454330700272105,1.4412639999999999,1.4281972997278947,,,,,
10,2010-01-11T22:00:00.000000000Z,1.45129,1.45462,1.4453799999999999,1.44858,49170,,,,,,1.4534912873988213,1.4448219999999998,1.4361527126011784,,,0.01737999999999995,1.2143655673560572,
11,2010-01-12T22:00:00.000000000Z,1.44855,1.45792,1.44566,1.45105,49252,,,,,,1.455521240896684,1.446922,1.438322759103316,,,0.020689999999999875,1.4464889957772842,
12,2010-01-13T22:00:00.000000000Z,1.45096,1.4555799999999999,1.44466,1.4499600000000001,45506,,,,,,1.455056938712551,1.448718,1.442379061287449,,,0.008690000000000087,0.6029404622312384,
13,2010-01-14T22:00:00.000000000Z,1.44989,1.45118,1.4336799999999998,1.4386299999999999,49541,,,,1.7414025553333363,,1.4573846019226533,1.447908,1.4384313980773467,,,0.002129999999999743,0.1482770623042029,-59.98134328358293
14,2010-01-15T22:00:00.000000000Z,1.43842,1.43861,1.43842,1.43861,4,,,,-39.69606532434756,0.011074285714285688,1.4564928942657451,1.445366,1.4342391057342547,,,-0.0021700000000000053,-0.1506128624772729,-60.043532338309014
15,2010-01-16T22:00:00.000000000Z,1.43821,1.4387299999999998,1.43346,1.4356200000000001,1470,,,,-82.51282487316793,0.010659693877550988,1.4556059014959049,1.442774,1.4299420985040951,,,0.004830000000000112,0.33757574486823483,-69.34079601990052
16,2010-01-17T22:00:00.000000000Z,1.4356200000000001,1.44,1.43354,1.43836,23512,,,,-63.174484264682725,0.010359715743440199,1.4502202323690012,1.440236,1.430251767630999,,,-0.0021899999999999142,-0.1520252681267542,-62.134688691232256
17,2010-01-18T22:00:00.000000000Z,1.4383299999999999,1.4414200000000001,1.4253,1.4287299999999998,42955,,,,-120.87194548821351,0.010771164618908766,1.4435950193951028,1.4359899999999999,1.428384980604897,,,-0.012250000000000094,-0.8501158933503672,-89.48497854077311
18,2010-01-19T22:00:00.000000000Z,1.42875,1.42956,1.40802,1.4106100000000001,56305,,,,-237.61761474900885,0.011540367146129561,1.4514087708925587,1.430386,1.4093632291074412,,,-0.03206999999999982,-2.222946183491825,-94.80961923847678
19,2010-01-20T22:00:00.000000000Z,1.41058,1.4143299999999999,1.4029200000000002,1.40842,60476,,,,-225.98215527170015,0.011531055207120286,1.4494084051044223,1.4243480000000002,1.399287594895578,,,-0.04290000000000016,-2.9559297742744683,-90.00000000000028
20,2010-01-21T22:00:00.000000000Z,1.4086299999999998,1.41818,1.40666,1.41362,56921,,,,-144.15659945375634,0.011530265549468835,1.4432076110027172,1.4199480000000002,1.3966883889972832,,,-0.03495999999999988,-2.413397948335605,-80.54545454545465
21,2010-01-22T22:00:00.000000000Z,1.41364,1.41364,1.41357,1.41357,2,,,,-109.09246428876828,0.010711675153078205,1.4292737026011653,1.41499,1.4007062973988347,,,-0.03747999999999996,-2.58295716894662,-80.63636363636392
22,2010-01-23T22:00:00.000000000Z,1.41326,1.4169200000000002,1.41115,1.41575,1495,,,,-85.75039447339408,0.010358698356429783,1.4175417466912736,1.4123940000000001,1.4072462533087267,,,-0.034210000000000074,-2.3593754310463733,-76.67272727272743
23,2010-01-24T22:00:00.000000000Z,1.4158,1.4194200000000001,1.4129,1.41513,40792,,,,-67.04389541230985,0.010084505616684804,1.4184625778142328,1.413298,1.408133422185767,,,-0.023499999999999854,-1.6334985368023691,-77.80000000000028
24,2010-01-25T22:00:00.000000000Z,1.41511,1.41793,1.40424,1.40719,54486,,,,-82.20274802553384,0.010342040929778746,1.4191545424208951,1.413052,1.4069494575791048,,,-0.031420000000000003,-2.1840526619445133,-92.23636363636403
25,2010-01-26T22:00:00.000000000Z,1.40723,1.4097,1.3993200000000001,1.40239,55150,,,,-98.66856216943252,0.010344752291937395,1.421186147204954,1.4108060000000002,1.4004258527950464,,,-0.03323000000000009,-2.3146793719786674,-94.54319232136524
26,2010-01-27T22:00:00.000000000Z,1.4024299999999998,1.4052200000000001,1.39337,1.3971,52401,,,,-116.58139115329224,0.010452269985370449,1.4219521351793412,1.407512,1.393071864820659,,,-0.041260000000000074,-2.868544731499767,-93.54782909531221
27,2010-01-28T22:00:00.000000000Z,1.39714,1.3987399999999999,1.3862299999999999,1.38624,54446,,,,-153.56906193431706,0.010599250700701132,1.4210236488068249,1.4016100000000002,1.3821963511931756,,,-0.04248999999999992,-2.973969889342276,-99.98188077550269
28,2010-01-29T22:00:00.000000000Z,1.38624,1.38624,1.38624,1.38624,1,,,,-157.6907849355689,0.009842161364936765,1.4127466629879464,1.3958320000000002,1.378917337012054,,,-0.024370000000000225,-1.72762138365673,-99.98188077550269
29,2010-01-30T22:00:00.000000000Z,1.3866399999999999,1.38727,1.38535,1.38646,1545,,,,-132.0241080095991,0.009276292696012706,1.405265865094798,1.3916860000000004,1.3781061349052028,1.4252896666666668,1.4252896666666668,-0.02195999999999998,-1.5591939904289864,-98.020331728197
30,2010-01-31T22:00:00.000000000Z,1.3865399999999999,1.39385,1.38534,1.39306,43619,,,,-89.3923260510355,0.009221557503440373,1.3987829637952227,1.3898200000000003,1.3808570362047778,1.4232103333333335,1.4240183333333334,-0.020560000000000134,-1.4544219804473735,-86.23395149786033
31,2010-02-01T22:00:00.000000000Z,1.39309,1.3974799999999998,1.3886399999999999,1.39644,43941,,,,-57.470826821958276,0.009194303396051772,1.3982276618196372,1.3896880000000003,1.3811483381803633,1.4214832150537635,1.4228876666666668,-0.01713000000000009,-1.2118253782975041,-74.89823609226616
32,2010-02-02T22:00:00.000000000Z,1.39641,1.4026399999999999,1.3886100000000001,1.38937,43351,,,,-52.52467092109907,0.009539710296333772,1.3981834508061768,1.3903140000000005,1.3824445491938242,1.4194113947277143,1.4211576666666665,-0.02638000000000007,-1.863323326858557,-88.17488262910808
33,2010-02-03T22:00:00.000000000Z,1.38933,1.39031,1.37229,1.37232,51306,-0.015656509211706693,-0.014409322418043194,-0.0012471867936634986,-129.58368407838597,0.01014544527516707,1.4041635468253855,1.3875300000000004,1.3708964531746153,1.416373240229152,1.4190183333333333,-0.042810000000000015,-3.0251637658730957,-99.93634627625721
34,2010-02-04T22:00:00.000000000Z,1.37237,1.37467,1.35858,1.3679,73738,-0.01669130123607432,-0.01486571818164942,-0.001825583054424899,-167.21594948724822,0.010570056326940861,1.4068161021824273,1.3838180000000002,1.3608198978175732,1.4132459344079165,1.4165889999999999,-0.03929000000000005,-2.7920891990420693,-84.68113083497705
